date,price
2024-02-16,4.980091843807538
2024-02-17,4.9725587034182634
2024-02-18,4.970112393839076
2024-02-19,4.9734304074402935
2024-02-20,4.957267270688306
2024-02-21,4.930178038477102
2024-02-22,4.941850780228847
2024-02-23,4.96244146342492
2024-02-24,4.994200191792424
2024-02-25,4.992286627531295
2024-02-26,4.992758774133412
2024-02-27,4.981368242172436
2024-02-28,4.93619663223194
2024-02-29,4.962723788461241
2024-03-01,4.965541458719969
2024-03-02,4.956339303874642
2024-03-03,4.9584265174369175
2024-03-04,4.960473967297967
2024-03-05,4.95843814984302
2024-03-06,4.965908052155526
2024-03-07,4.952282301883487
2024-03-08,4.9362371130172304
2024-03-09,4.992996636379399
2024-03-10,4.991280399833197
2024-03-11,4.987167158550355
2024-03-12,4.978999780510328
2024-03-13,4.9695782448120465
2024-03-14,4.973019335151211
2024-03-15,4.989853504142553
2024-03-16,4.991809114224202
2024-03-17,4.982705918229587
2024-03-18,4.993659831758125
2024-03-19,5.026353552925848
2024-03-20,5.03176629889693
2024-03-21,4.965715662184708
2024-03-22,4.977801744001844
2024-03-23,5.005515164979695
2024-03-24,4.9981859709498115
2024-03-25,5.002126858651153
2024-03-26,4.9734975232903045
2024-03-27,4.984344366260766
2024-03-28,4.999384545673076
2024-03-29,5.012747298975634
2024-03-30,5.01608628074722
2024-03-31,5.018106383109585
2024-04-01,5.014939787619344
2024-04-02,5.056221908573099
2024-04-03,5.068867578077738
2024-04-04,5.040667163110318
2024-04-05,5.061382965695455
2024-04-06,5.068284010607246
2024-04-07,5.0601898825589835
2024-04-08,5.056288337115979
2024-04-09,5.025685508552176
2024-04-10,5.007787948007787
2024-04-11,5.067772839314004
2024-04-12,5.092865120695183
2024-04-13,5.121034822659529
2024-04-14,5.1195208632720455
2024-04-15,5.125078536503156
2024-04-16,5.184492562937382
2024-04-17,5.286240318432097
2024-04-18,5.2335568277693305
2024-04-19,5.244138047597477
2024-04-20,5.204869948436908
2024-04-21,5.2053875904646505
2024-04-22,5.207461687397639
2024-04-23,5.166873437653378
2024-04-24,5.133436331301472
2024-04-25,5.14555094681462
2024-04-26,5.159178151272305
2024-04-27,5.114743282176193
2024-04-28,5.114404158958308
2024-04-29,5.116389984801106
2024-04-30,5.115140635804215
2024-05-01,5.1884144401990815
2024-05-02,5.189404498811473
2024-05-03,5.111359203504072
2024-05-04,5.0722500671082225
2024-05-05,5.073218528853904
2024-05-06,5.070229581407843
2024-05-07,5.075754910409549
2024-05-08,5.075672712960232
2024-05-09,5.088589046113664
2024-05-10,5.1436308188952955
2024-05-11,5.155944688057166
2024-05-12,5.154956892722439
2024-05-13,5.142768908857423
2024-05-14,5.156055912877649
2024-05-15,5.12661588603977
2024-05-16,5.133024080833274
2024-05-17,5.129782678592946
2024-05-18,5.110356897027084
2024-05-19,5.102872731128698
2024-05-20,5.103221263320362
2024-05-21,5.1061391210815925
2024-05-22,5.117599660072358
2024-05-23,5.151454196419372
2024-05-24,5.143903998992366
2024-05-25,5.164689865885715
2024-05-26,5.166565120982639
2024-05-27,5.170099273958842
2024-05-28,5.169360862228182
2024-05-29,5.1570579875028235
2024-05-30,5.197995240512597
2024-05-31,5.201018694181289
2024-06-01,5.241756727609476
2024-06-02,5.243030973406316
2024-06-03,5.242461962098609
2024-06-04,5.249989805779563
2024-06-05,5.289928490199105
2024-06-06,5.305706027794747
2024-06-07,5.256464049390196
2024-06-08,5.343928106933732
2024-06-09,5.34477032690323
2024-06-10,5.327492287053629
2024-06-11,5.352809543574841
2024-06-12,5.364826831391538
2024-06-13,5.4004412795737755
2024-06-14,5.357858919243219
2024-06-15,5.373394586689868
2024-06-16,5.373920962829685
2024-06-17,5.354752712324038
2024-06-18,5.423493074906908
2024-06-19,5.440750024503762
2024-06-20,5.423663108443303
2024-06-21,5.448821022052931
2024-06-22,5.429084188977563
2024-06-23,5.4294143567464
2024-06-24,5.426393577220008
2024-06-25,5.389875843064362
2024-06-26,5.451755106100117
2024-06-27,5.519559634997063
2024-06-28,5.494996764942792
2024-06-29,5.583144063714661
2024-06-30,5.584460540693007
2024-07-01,5.5850439672293
2024-07-02,5.6510233306810935
2024-07-03,5.669433695740949
2024-07-04,5.5523139593544455
2024-07-05,5.483566703942884
2024-07-06,5.462185333693095
2024-07-07,5.47830694807924
2024-07-08,5.471687961749112
2024-07-09,5.470595312051716
2024-07-10,5.4165500992329925
2024-07-11,5.414332722328093
2024-07-12,5.441177189665009
2024-07-13,5.429723154927696
2024-07-14,5.428044978156557
2024-07-15,5.423758644706625
2024-07-16,5.45343404148931
2024-07-17,5.429272958074253
2024-07-17,5.427755759482235
